"","assessed_value"
"7868",452048.834029629
"7869",584279.443964635
"7870",166175.891003947
"7871",345455.324279097
"7872",110839.608780351
"7873",412503.159189088
"7874",133984.037854301
"7875",213936.089441399
"7876",190533.024394288
"7877",329947.442847156
"7878",365537.801625495
"7879",236914.067957508
"7880",289371.550974078
"7881",5619.25585911228
"7882",247190.881373166
"7883",180001.972565422
"7884",436516.610457253
"7885",458990.550786831
"7886",267144.984177281
"7887",440912.221922096
"7888",252565.337971028
"7889",370544.029416403
"7890",354095.787618233
"7891",172345.353232239
"7892",255589.3382132
"7893",142060.937744521
"7894",175174.619374657
"7895",251649.916912854
"7896",508385.059383288
"7897",149721.423037415
"7898",281489.620902211
"7899",322520.732488885
"7900",212660.586197863
"7901",353359.057947037
"7902",137007.157411242
"7903",502565.142153508
"7904",244963.57664495
"7905",237843.035352496
"7906",296928.234318029
"7907",153318.931328138
"7908",180274.012920937
"7909",218776.059925939
"7910",193250.140701078
"7911",183708.159654431
"7912",398980.430763524
"7913",357648.318854114
"7914",361317.764528846
"7915",150804.645548366
"7916",335379.075670381
"7917",153124.991159131
"7918",195168.105841464
"7919",367350.7234083
"7920",387066.762782361
"7921",332485.140330931
"7922",257158.181491619
"7923",220458.672812198
"7924",285332.877075372
"7925",244893.808720077
"7926",290726.743427974
"7927",228832.012083915
"7928",0
"7929",181578.428379128
"7930",453055.046218209
"7931",198293.133106529
"7932",193849.456861818
"7933",202976.014602049
"7934",271987.152271595
"7935",567716.808034075
"7936",216152.377130577
"7937",199026.647724411
"7938",111018.542620175
"7939",480567.613864851
"7940",102408.997381433
"7941",86246.7206540904
"7942",147700.175859277
"7943",440126.705566497
"7944",344836.930292838
"7945",437044.545878992
"7946",165776.164415643
"7947",266586.578873735
"7948",139503.598116291
"7949",330591.308732044
"7950",134670.789130468
"7951",242734.892641544
"7952",207978.645911298
"7953",367937.740324897
"7954",484788.371831031
"7955",154238.007525273
"7956",315948.655458274
"7957",154377.663703251
"7958",177062.364790655
"7959",72618.6449665001
"7960",113138.024992165
"7961",424870.13325173
"7962",240225.270695116
"7963",238643.516553083
"7964",188026.897426345
"7965",145511.27595191
"7966",304121.42493902
"7967",178475.553138916
"7968",104822.98226253
"7969",244851.511195025
"7970",160388.04378212
"7971",146567.232211026
"7972",127196.299268095
"7973",326577.504415792
"7974",42736.8579444898
"7975",236713.180612836
"7976",448316.700399204
"7977",593978.064152326
"7978",180098.809767721
"7979",422820.835549978
"7980",95724.5326475166
"7981",353590.762152489
"7982",205106.062362171
"7983",362459.310765937
"7984",108111.353709548
"7985",486907.438839215
"7986",200756.996027587
"7987",370407.177128054
"7988",437531.037846099
"7989",358138.830100766
"7990",152250.80388556
"7991",318038.717426369
"7992",274610.488876659
"7993",392062.619869469
"7994",388142.307681192
"7995",226239.731155635
"7996",177035.880125766
"7997",147019.641534893
"7998",235645.711559983
"7999",273227.739229711
"8000",232684.257214376
"8001",0
"8002",294119.367643074
"8003",236781.223451431
"8004",194600.668206411
"8005",201423.853773224
"8006",228774.397123799
"8007",338787.087457259
"8008",246893.243774941
"8009",139980.277543343
"8010",205943.754075606
"8011",403704.395452666
"8012",93052.6452254447
"8013",114848.920118579
"8014",133203.947706408
"8015",177180.248922933
"8016",150300.855424194
"8017",313656.412422799
"8018",178587.686187922
"8019",291631.349883554
"8020",492307.514878774
"8021",225496.713071291
"8022",302557.52583926
"8023",86702.4615395971
"8024",160623.159093152
"8025",70234.0944687097
"8026",232257.189221757
"8027",169365.012683809
"8028",407095.289263154
"8029",230602.169048237
"8030",211426.659018485
"8031",177688.41879882
"8032",117952.237709046
"8033",252144.568432428
"8034",413285.981062075
"8035",629349.119751793
"8036",325209.868440215
"8037",148881.237009964
"8038",326812.594136945
"8039",312166.915255154
"8040",157906.081389555
"8041",182429.540509475
"8042",229889.718608627
"8043",100458.511390188
"8044",194926.120969712
"8045",587185.143784152
"8046",156116.2932789
"8047",227334.542277466
"8048",266225.795513389
"8049",178342.820924226
"8050",258798.937811481
"8051",104083.995505895
"8052",446580.28887476
"8053",85294.204365038
"8054",415127.36232531
"8055",241287.25279678
"8056",226289.048610902
"8057",499128.893742764
"8058",393019.183102909
"8059",278408.565109201
"8060",120251.143988246
"8061",328039.671961656
"8062",3614.1617497223
"8063",0
"8064",417359.546333871
"8065",388422.030162193
"8066",271373.862871116
"8067",43713.2563560426
"8068",328584.145146642
"8069",330351.994512336
"8070",182058.496964388
"8071",376397.889204645
"8072",209806.868694064
"8073",150310.441668834
"8074",308290.205014218
"8075",98293.6972714727
"8076",362915.846821602
"8077",244262.374422024
"8078",161745.761110092
"8079",271674.989531217
"8080",215809.881127964
"8081",156272.216218181
"8082",203988.64934691
"8083",196205.648180372
"8084",159863.37743635
"8085",216251.863602088
"8086",239851.371887949
"8087",419750.401766131
"8088",402142.403729406
"8089",57279.8804690678
"8090",218434.656549653
"8091",279289.733046677
"8092",252264.363936892
"8093",383846.2660943
"8094",55782.4080853395
"8095",102418.252970799
"8096",126031.294549964
"8097",311453.960817269
"8098",339227.178906642
"8099",128466.477092054
"8100",286935.134553289
"8101",509963.438432711
"8102",103084.945765375
"8103",200649.396250189
"8104",209175.184990877
"8105",401953.382145181
"8106",151202.804480496
"8107",246008.414423214
"8108",167143.625557374
"8109",205501.163222047
"8110",138936.775098539
"8111",224209.038991224
"8112",458983.85144297
"8113",137230.011305772
"8114",183242.937650323
"8115",200760.817617163
"8116",434450.27390149
"8117",162313.126661282
"8118",358626.528561641
"8119",136335.655145955
"8120",199855.673012769
"8121",245934.256054097
"8122",295344.467159553
"8123",154535.156017039
"8124",214206.360451209
"8125",463407.961329805
"8126",218117.691168642
"8127",223705.188468944
"8128",174903.598258047
"8129",112596.113194986
"8130",476573.16429416
"8131",275390.253497982
"8132",287102.826993127
"8133",196217.44146181
"8134",171344.496955138
"8135",429588.546205231
"8136",187419.345417106
"8137",82491.4408106458
"8138",89707.9651831617
"8139",304365.684887392
"8140",378728.420251691
"8141",47249.3611134668
"8142",215043.911912393
"8143",215939.681080548
"8144",279592.063642676
"8145",327358.464112965
"8146",211820.536633411
"8147",212140.321193876
"8148",489149.765481784
"8149",575473.802230279
"8150",193894.900623494
"8151",225211.345506004
"8152",265027.85656127
"8153",265828.732293827
"8154",134202.922617433
"8155",143689.743275222
"8156",174890.692443586
"8157",128918.323018023
"8158",908334.754691015
"8159",115517.910861281
"8160",104327.022278774
"8161",343610.815644983
"8162",637996.202544401
"8163",151198.068270533
"8164",97225.7007397389
"8165",291203.343720738
"8166",50781.6216779812
"8167",417002.595900151
"8168",222816.344429632
"8169",102299.212001975
"8170",118059.381472207
"8171",200485.03954423
"8172",0
"8173",195315.030271675
"8174",148912.149926474
"8175",47379.0631669234
"8176",195963.989816636
"8177",188280.609959339
"8178",230386.315827757
"8179",427956.233808227
"8180",184379.676055952
"8181",292521.714528765
"8182",500386.215140552
"8183",304915.885574446
"8184",140542.148112372
"8185",532388.85299551
"8186",130849.00715922
"8187",115945.170954806
"8188",398331.249374414
"8189",150691.394569661
"8190",141093.776335697
"8191",334729.031986353
"8192",235976.214445188
"8193",126940.461680612
"8194",270504.293818164
"8195",226385.527473908
"8196",700171.58209481
"8197",485123.013486463
"8198",194218.244369115
"8199",254847.481168794
"8200",84509.228118649
"8201",357825.049297771
"8202",99846.4230376312
"8203",223680.462799484
"8204",298169.833013737
"8205",160170.605731132
"8206",147385.557650516
"8207",241299.005650439
"8208",383023.489103978
"8209",223477.258929805
"8210",337102.133815441
"8211",137292.79746646
"8212",217586.003220824
"8213",227052.108251695
"8214",269497.133789441
"8215",354636.174415739
"8216",289491.480983468
"8217",237396.215647067
"8218",258550.720750179
"8219",194280.676547028
"8220",182246.386267985
"8221",161705.22977701
"8222",196887.63973621
"8223",197641.198462347
"8224",352496.911465201
"8225",123322.118633935
"8226",570356.122621751
"8227",262630.406162486
"8228",69759.5580903073
"8229",195235.525771298
"8230",533709.450511058
"8231",154392.563590521
"8232",463605.995232356
"8233",205977.324656336
"8234",0
"8235",418524.785345196
"8236",171689.14013764
"8237",295695.435298609
"8238",0
"8239",297082.87521092
"8240",183508.354856341
"8241",143831.92561946
"8242",160434.470126687
"8243",307946.243881168
"8244",132395.52760177
"8245",94073.8294446691
"8246",244419.709200049
"8247",294522.009081798
"8248",396595.997530308
"8249",230686.847916543
"8250",199158.017857972
"8251",159893.602297333
"8252",737923.634969666
"8253",335711.387071754
"8254",381841.826564091
"8255",277108.816160803
"8256",214351.713002558
"8257",159829.065372216
"8258",272452.88796625
"8259",336644.18449622
"8260",134134.552159098
"8261",346986.360224214
"8262",65110.4815872304
"8263",326671.864685637
"8264",195473.170109878
"8265",578165.568886148
"8266",263808.000799088
"8267",121189.23298227
"8268",302264.103495877
"8269",152950.806083553
"8270",483184.313859983
"8271",85167.4878930891
"8272",253302.814914084
"8273",233329.06048264
"8274",165618.724132695
"8275",699928.697779578
"8276",489800.112528366
"8277",535020.683329809
"8278",184658.308094596
"8279",185621.861585536
"8280",300944.9085254
"8281",99121.0574369967
"8282",531235.031260935
"8283",28824.7095349661
"8284",114193.026379837
"8285",183083.113706766
"8286",190340.247503142
"8287",522147.900380289
"8288",199325.192542996
"8289",300511.884875741
"8290",110132.82770575
"8291",310949.88627091
"8292",207184.955996959
"8293",60417.87848224
"8294",157568.751517221
"8295",234637.467045619
"8296",398421.38786155
"8297",200385.527800134
"8298",735881.589702618
"8299",448246.849868905
"8300",325949.194475497
"8301",501594.553407523
"8302",297978.220888985
"8303",430904.152359838
"8304",0
"8305",274850.949699936
"8306",328868.868240823
"8307",82260.6851432255
"8308",181132.795611879
"8309",638536.087451209
"8310",203748.081880832
"8311",231215.421672103
"8312",311257.479310113
"8313",592534.181787528
"8314",189716.501684497
"8315",312782.888417215
"8316",130201.628379621
"8317",128700.947770556
"8318",80969.9620184384
"8319",182728.402716717
"8320",170365.055533538
"8321",344906.925307734
"8322",256511.1785156
"8323",621361.01191125
"8324",254277.423140676
"8325",149112.300438197
"8326",214344.530444486
"8327",380237.401151823
"8328",260538.707598505
"8329",257824.0049841
"8330",89284.2836204847
"8331",228227.81077016
"8332",139936.253520042
"8333",371875.286421039
"8334",212079.856658271
"8335",613753.314238688
"8336",332856.134297591
"8337",136439.237671272
"8338",211873.398164978
"8339",196513.260696309
"8340",149483.860057421
"8341",558526.87521131
"8342",160120.670744649
"8343",89153.8997835252
"8344",256387.683114162
"8345",209179.402496796
"8346",240031.965588628
"8347",141767.107556756
"8348",205153.358827681
"8349",437226.767283303
"8350",214385.833684122
"8351",155885.525860439
"8352",275084.003911415
"8353",451902.454640414
"8354",185966.80212503
"8355",122011.278681486
"8356",0
"8357",150858.174232588
"8358",386272.064616575
"8359",258344.93151816
"8360",135397.223915309
"8361",203190.381790066
"8362",245523.70882144
"8363",124182.234935092
"8364",677271.988939734
"8365",186650.490237526
"8366",387997.666145765
"8367",241709.267560393
"8368",316724.95190802
"8369",286410.506029922
"8370",277656.488490113
"8371",255973.321441145
"8372",323382.312103744
"8373",230518.26662817
"8374",148176.600107781
"8375",360193.53434409
"8376",294010.281359482
"8377",297277.041212447
"8378",187696.037073965
"8379",93143.3865309093
"8380",188088.155473231
"8381",181084.475142663
"8382",195530.585008826
"8383",952827.205905692
"8384",132115.812645793
"8385",196161.947705519
"8386",284693.712652969
"8387",136388.029304857
"8388",174611.891082875
"8389",288900.78103079
"8390",307596.218925448
"8391",526815.7058364
"8392",253256.559268903
"8393",350355.343256776
"8394",155114.643606303
"8395",20935.0905905206
"8396",146860.807413112
"8397",41297.9303688471
"8398",241797.001202323
"8399",150791.251497847
"8400",225965.032159722
"8401",270382.994059292
"8402",274196.177304219
"8403",160602.834722211
"8404",236796.080499305
"8405",261829.189817964
"8406",428499.528341525
"8407",486243.694145238
"8408",192170.343713933
"8409",356821.104871635
"8410",180583.260737222
"8411",529305.140184104
"8412",288133.625525044
"8413",65246.7261182519
"8414",150816.97948768
"8415",130886.36916064
"8416",338787.397358667
"8417",139186.394619565
"8418",252420.212644543
"8419",120542.178907565
"8420",211526.520179681
"8421",374849.259619033
"8422",231953.796661622
"8423",499205.638524847
"8424",343746.978717121
"8425",243165.762164337
"8426",590726.832754217
"8427",101395.833377484
"8428",179748.066905927
"8429",267239.854898432
"8430",133144.56663595
"8431",95005.3415964748
"8432",274244.958553568
"8433",262359.623719244
"8434",267793.172681069
"8435",155202.184504496
"8436",167956.917927312
"8437",458654.583122968
"8438",420294.070288789
"8439",132579.274019841
"8440",268234.017465168
"8441",329028.12503961
"8442",704879.518419249
"8443",328498.9416342
"8444",171796.164422865
"8445",340352.633716533
"8446",261126.072646465
"8447",244057.804583663
"8448",0
"8449",401705.964050063
"8450",172750.180689385
"8451",74286.5195503297
"8452",318667.189571418
"8453",398451.628824947
"8454",430361.034257427
"8455",292290.746998386
"8456",310515.858824343
"8457",298301.653161199
"8458",777356.361834215
"8459",402587.851242125
"8460",462217.644837709
"8461",519299.289035284
"8462",620177.764580011
"8463",452358.240197609
"8464",334364.370250413
"8465",234486.136022234
"8466",307368.810620844
"8467",399139.752123018
"8468",309786.943021469
"8469",194737.936822581
"8470",361361.96947234
"8471",194321.37894682
"8472",124269.552718833
"8473",238615.473084399
"8474",547239.255982184
"8475",224342.337432884
"8476",265389.208407063
"8477",263326.316473564
"8478",86925.1156665426
"8479",161977.325345656
"8480",263684.354066593
"8481",52654.538221223
"8482",407958.609781321
"8483",196033.923576865
"8484",278963.376279341
"8485",568338.629999204
"8486",216596.433872325
"8487",518169.506985494
"8488",269330.215640334
"8489",226431.485138402
"8490",129968.220856324
"8491",362793.474021301
"8492",257913.03236319
"8493",199638.534356282
"8494",363328.906622298
"8495",220580.688235382
"8496",330705.730184107
"8497",423856.818148504
"8498",165944.17957846
"8499",126164.543313907
"8500",189974.187339715
"8501",401304.49835018
"8502",348543.167650777
"8503",215957.629942833
"8504",542701.816745249
"8505",236683.340347849
"8506",159119.91299599
"8507",167462.340781743
"8508",214879.170299046
"8509",69172.621967591
"8510",86800.9878544058
"8511",152090.079799228
"8512",375363.384142225
"8513",152855.762053083
"8514",54093.760401148
"8515",65883.2381085236
"8516",212825.254279383
"8517",109371.824564708
"8518",220263.315980239
"8519",444249.060550101
"8520",173246.026997389
"8521",614036.840694428
"8522",261748.999798161
"8523",163912.119402586
"8524",197399.084616882
"8525",370254.13855052
"8526",483434.096829352
"8527",511482.991194397
"8528",304780.682025498
"8529",322940.535444575
"8530",217091.066267291
"8531",228643.52726562
"8532",162438.409411133
"8533",350102.377465914
"8534",144329.179586495
"8535",0
"8536",316363.319485511
"8537",385384.639644603
"8538",217266.56415307
"8539",373164.320145058
"8540",530960.697214514
"8541",352853.839860913
"8542",287854.422137198
"8543",128288.117097989
"8544",197221.60691673
"8545",473366.056373369
"8546",173256.912456462
"8547",303793.50831472
"8548",239112.887301085
"8549",63248.5400516319
"8550",215090.184758463
"8551",404577.391763005
"8552",283755.126846985
"8553",202909.203433818
"8554",122066.017077712
"8555",828161.073759253
"8556",87408.9233627313
"8557",280441.855991638
"8558",274446.813274471
"8559",445927.183135983
"8560",488633.346704262
"8561",217404.34326921
"8562",736429.090664833
"8563",135902.80695471
"8564",191101.409421529
"8565",288832.548848745
"8566",3871.78115232448
"8567",454425.086064544
"8568",169381.926445736
"8569",176861.353704479
"8570",246034.945108753
"8571",608185.064748091
"8572",184205.049936139
"8573",321431.675684027
"8574",489490.814031398
"8575",229617.298418787
"8576",163802.632406681
"8577",360512.477536566
"8578",474007.292726184
"8579",248579.387592679
"8580",142702.894073895
"8581",340948.99005082
"8582",310055.781982604
"8583",118881.211889084
"8584",251840.866915927
"8585",158793.447567837
"8586",128064.252402537
"8587",402232.147195839
"8588",192721.17694805
"8589",200286.105377234
"8590",102276.497706158
"8591",224426.44105157
"8592",259678.968323694
"8593",170319.934820908
"8594",340239.576529494
"8595",225503.613886965
"8596",259378.081192445
"8597",589901.436141813
"8598",449414.035116815
"8599",437740.210289528
"8600",315432.292621599
"8601",428237.728291058
"8602",191235.47186199
"8603",377125.212689073
"8604",298075.671241927
"8605",143877.010175807
"8606",227801.099939447
"8607",165501.398167278
"8608",127895.130089903
"8609",138598.389926122
"8610",332064.010422068
"8611",281706.347457915
"8612",239092.549091551
"8613",746048.086042308
"8614",639247.365777945
"8615",0
"8616",655581.359807112
"8617",271516.096126658
"8618",193776.737916061
"8619",107152.370983846
"8620",150266.480048373
"8621",105945.313977459
"8622",383960.223980191
"8623",352061.839485454
"8624",287257.171500642
"8625",385738.744115994
"8626",248533.463629488
"8627",284073.783237887
"8628",253315.427296872
"8629",231877.737220801
"8630",195387.257854636
"8631",141597.452172441
"8632",95634.699846797
"8633",985044.985553233
"8634",4574.02817185545
"8635",87794.6840400167
"8636",11341.3540476288
"8637",331652.776904437
"8638",732048.461770545
"8639",221090.006183333
"8640",643168.005502851
"8641",158520.413684355
"8642",218712.745611548
"8643",63563.2659767154
"8644",276740.959738644
"8645",463713.312580222
"8646",154938.953719076
"8647",248957.051982064
"8648",410593.562426904
"8649",295955.185588955
"8650",149327.308440172
"8651",650945.157412649
"8652",205034.964022718
"8653",166048.2399191
"8654",199010.935107459
"8655",228980.403385039
"8656",233904.009342211
"8657",71759.7570333136
"8658",7104.79311017201
"8659",300166.54452963
"8660",202242.872002514
"8661",172473.025048469
"8662",239621.879027527
"8663",91706.7857930595
"8664",122944.26457034
"8665",381739.059313195
"8666",156992.152353623
"8667",253461.350912562
"8668",242085.835838173
"8669",93401.9337210274
"8670",431734.842360526
"8671",471600.514151103
"8672",252133.218359855
"8673",215129.536654464
"8674",192494.348283462
"8675",672956.939010791
"8676",212667.567042752
"8677",148649.835661305
"8678",91800.9595823539
"8679",397458.046925975
"8680",72684.8525750686
"8681",131586.900613899
"8682",315329.452350133
"8683",196370.171469155
"8684",359838.87421343
"8685",219702.50784448
"8686",212906.000571239
"8687",217029.518814912
"8688",263123.825882049
"8689",205396.71876093
"8690",185523.591788131
"8691",105813.343033797
"8692",329830.837901015
"8693",274445.080051426
"8694",191411.247631754
"8695",161419.682934342
"8696",307592.198357192
"8697",384115.025006987
"8698",92869.7439670666
"8699",155062.677811211
"8700",178450.165249218
"8701",65745.1148711012
"8702",73676.0536895994
"8703",157238.814994096
"8704",74608.3740468007
"8705",166395.466998419
"8706",82330.6629125331
"8707",427014.957499216
"8708",277665.777512765
"8709",275690.133347622
"8710",269300.101016273
"8711",195846.098169866
"8712",363702.480585262
"8713",114871.14185879
"8714",222476.442300667
"8715",195041.015789623
"8716",0
"8717",340180.111566737
"8718",216303.431563415
"8719",262077.738469086
"8720",349025.276629449
"8721",223602.857584961
"8722",124543.688968614
"8723",241898.747928503
"8724",50603.6927573695
"8725",348235.336602272
"8726",281893.784904992
"8727",287080.310135423
"8728",222741.299296187
"8729",143585.42805585
"8730",339046.240587026
"8731",355114.750398808
"8732",193260.91878426
"8733",145423.564410113
"8734",644709.105685351
"8735",90780.8553013394
"8736",290684.320664116
"8737",194942.803914443
"8738",112634.624782868
"8739",172175.82112577
"8740",388986.504254355
"8741",302628.694551562
"8742",510854.773274707
"8743",180627.310815899
"8744",552189.645594521
"8745",124649.06098506
"8746",414838.03949027
"8747",426125.671732512
"8748",357018.422052805
"8749",477424.992754077
"8750",306900.196867207
"8751",407390.174385597
"8752",304364.83419759
"8753",335092.81230553
"8754",0
"8755",118018.510622062
"8756",225387.756139552
"8757",122173.211587891
"8758",507866.887133784
"8759",444409.129822133
"8760",399912.436838526
"8761",230872.130484121
"8762",87862.6599420896
"8763",202692.691934334
"8764",66831.7613237417
"8765",333498.908159883
"8766",116521.254965219
"8767",172406.579030491
"8768",218981.862523301
"8769",204474.467936103
"8770",407749.998734466
"8771",355100.675466169
"8772",422107.644288832
"8773",305165.56018587
"8774",184219.192244029
"8775",212765.359558019
"8776",296124.285012071
"8777",234782.697860092
"8778",336125.011634552
"8779",283097.360167655
"8780",348005.704023651
"8781",114013.660987983
"8782",602988.282612426
"8783",41761.7820789426
"8784",159839.095393208
"8785",674736.486289212
"8786",222075.614576768
"8787",150977.087000849
"8788",122526.0718196
"8789",317283.833804527
"8790",138355.91781454
"8791",393902.118633999
"8792",305022.923274979
"8793",254917.768068233
"8794",0
"8795",238209.137792063
"8796",249543.726958363
"8797",231159.744779599
"8798",134946.268219196
"8799",213345.978194646
"8800",167690.40901616
"8801",64102.2925729697
"8802",348607.785202221
"8803",164335.622601587
"8804",194232.879627889
"8805",363145.688299229
"8806",176763.0774726
"8807",213569.270349738
"8808",262715.249882374
"8809",195696.636882753
"8810",97923.6901136394
"8811",445435.436407256
"8812",106006.852529896
"8813",516114.665662987
"8814",240330.848959253
"8815",98125.1021878574
"8816",301403.635919442
"8817",244499.507222019
"8818",151207.04055467
"8819",109753.83853372
"8820",697204.345286471
"8821",836722.162183139
"8822",324573.35537229
"8823",277107.300928029
"8824",360634.32036894
"8825",5179.6290087787
"8826",0
"8827",347514.874744678
"8828",266743.125052903
"8829",255275.902510057
"8830",324746.159167858
"8831",221496.386034062
"8832",193660.533054105
"8833",216600.408397878
"8834",266123.652532746
"8835",324141.257609308
"8836",502047.530956931
"8837",144584.300865265
"8838",243033.797805122
"8839",158655.501498341
"8840",64846.8413550539
"8841",328111.889260758
"8842",218502.434996607
"8843",154185.315001406
"8844",140784.148798398
"8845",223782.458766837
"8846",93389.5176014806
"8847",334374.549286259
"8848",636988.09639741
"8849",257390.868302405
"8850",227371.550230117
"8851",237444.345638693
"8852",297001.29958078
"8853",377685.621687264
"8854",76868.7592834603
"8855",122009.088593501
"8856",918240.885921507
"8857",328776.461385678
"8858",266640.126511677
"8859",208006.846335801
"8860",199612.094971547
"8861",376841.930443289
"8862",204701.382326058
"8863",333213.387028604
"8864",463526.541827633
"8865",225950.218080694
"8866",223819.86346857
"8867",425162.001527475
"8868",330954.547017202
"8869",123162.440633826
"8870",549995.807123394
"8871",550520.07993883
"8872",387997.034991317
"8873",352405.167503041
"8874",268104.785130613
"8875",446077.259154402
"8876",201940.610385048
"8877",92681.8218572528
"8878",264214.499338898
"8879",362447.854230841
"8880",252551.701184912
"8881",126222.2840175
"8882",139158.792089253
"8883",217117.476944054
"8884",347248.897360434
"8885",231603.763881126
"8886",200711.048765855
"8887",180417.075924607
"8888",175432.505367598
"8889",689159.224674515
"8890",258203.981258333
"8891",289510.505819947
"8892",574294.565783286
"8893",531708.225318829
"8894",150155.561978062
"8895",193762.90645625
"8896",249443.658896406
"8897",168277.142061341
"8898",254136.30713433
"8899",0
"8900",223573.455348295
"8901",608498.178241903
"8902",867619.292148747
"8903",207281.800690585
"8904",290538.102756819
"8905",330692.455668248
"8906",661448.098120086
"8907",0
"8908",78562.5384223732
"8909",226639.052638183
"8910",252219.968326936
"8911",220036.520917275
"8912",363202.19762711
"8913",314216.596947082
"8914",177444.271410531
"8915",426509.629584409
"8916",404457.540481077
"8917",160618.577395381
"8918",448175.311227486
"8919",288545.469811915
"8920",401971.979726954
"8921",0
"8922",167872.120441204
"8923",171913.879528461
"8924",237928.307775614
"8925",0
"8926",145959.874534064
"8927",406824.882760383
"8928",336879.573162322
"8929",569779.019718506
"8930",318180.176868461
"8931",310571.916232791
"8932",168011.10769076
"8933",195249.531977294
"8934",155097.287841427
"8935",201363.077429026
"8936",407956.366981659
"8937",112874.534452574
"8938",250942.185837905
"8939",8788.80307815703
"8940",201898.217947866
"8941",173936.154685992
"8942",216470.768142402
"8943",312581.691843555
"8944",28908.4843208463
"8945",355286.160311213
"8946",154563.082726065
"8947",302660.519217596
"8948",429330.382804019
"8949",342818.051854683
"8950",168098.185252118
"8951",318155.730348312
"8952",500311.441666511
"8953",144838.948814252
"8954",206986.304975003
"8955",386012.310651781
"8956",175025.912584112
"8957",297112.96595919
"8958",396478.985252178
"8959",212270.038013173
"8960",342186.788186263
"8961",193298.73100885
"8962",247235.746178835
"8963",391401.423160357
"8964",323240.62675063
"8965",208724.413204115
"8966",216448.719109561
"8967",188315.430530029
"8968",183189.76687753
"8969",451923.055621142
"8970",200738.288956148
"8971",196189.919431845
"8972",104862.659042814
"8973",439769.044746613
"8974",251692.644132413
"8975",205142.567908722
"8976",163977.565393355
"8977",446526.499825339
"8978",301189.249825449
"8979",196857.565505126
"8980",268097.768881125
"8981",100410.743290992
"8982",138939.046189221
"8983",150327.339001617
"8984",160688.114771512
"8985",68067.8405851317
"8986",192642.372106485
"8987",383165.687089725
"8988",167816.024337899
"8989",522944.483720485
"8990",324998.658000613
"8991",431820.708437814
"8992",318722.365796829
"8993",412890.675852018
"8994",470022.091265033
"8995",471936.798223047
"8996",441866.640308268
"8997",220220.540270961
"8998",265315.517675277
"8999",153241.495705399
"9000",65722.362190878
"9001",105498.486854789
"9002",336979.102980693
"9003",245531.829393344
"9004",249821.024195443
"9005",100542.247624582
"9006",228926.45623734
"9007",323748.714543331
"9008",198701.48376931
"9009",180445.781005069
"9010",472303.903318606
"9011",332960.343495186
"9012",155926.992703277
"9013",178481.218937808
"9014",629341.172698601
"9015",300719.536777099
"9016",128307.752789662
"9017",358204.625927786
"9018",166105.03133399
"9019",178021.127845473
"9020",187017.890047573
"9021",124678.047721971
"9022",67952.1673188253
"9023",138852.224819206
"9024",152393.62586389
"9025",354905.220965044
"9026",122693.410311142
"9027",632379.263687817
"9028",164884.812622375
"9029",322410.502577706
"9030",836578.456934028
"9031",297232.141845314
"9032",450290.56073631
"9033",253996.983354274
"9034",534246.392263412
"9035",554154.888949093
"9036",242198.175728859
"9037",225921.355417307
"9038",166800.219379769
"9039",472098.513574518
"9040",276335.984383319
"9041",174416.639662685
"9042",245946.905786438
"9043",199372.379852503
"9044",392479.604470367
"9045",394956.754163621
"9046",125259.998552018
"9047",225060.040730422
"9048",252372.873802087
"9049",383173.722404838
"9050",562086.971712486
"9051",863685.287821588
"9052",722400.618914117
"9053",218541.976699466
"9054",205852.34630454
"9055",312095.510668501
"9056",147086.404451166
"9057",85209.0682395277
"9058",257506.630884343
"9059",733153.770143219
"9060",144332.272461886
"9061",147649.739276727
"9062",323819.440805365
"9063",579676.706739532
"9064",149080.372129273
"9065",96909.9576618235
"9066",272386.944616883
"9067",0
"9068",502972.996316846
"9069",258720.194170502
"9070",187698.381485622
"9071",223196.757886131
"9072",835889.581187443
"9073",617855.627717171
"9074",254013.831205884
"9075",159886.521075692
"9076",305961.833288135
"9077",106823.355272252
"9078",29118.4502270494
"9079",188746.37469562
"9080",212758.238666332
"9081",141116.282604915
"9082",132543.872532358
"9083",373932.978322015
"9084",281999.597843606
"9085",440402.612222888
"9086",176391.813354533
"9087",626253.164322787
"9088",174544.805605635
"9089",237839.706287921
"9090",138620.124492873
"9091",381450.043691101
"9092",434684.203019501
"9093",356034.695926856
"9094",142893.434458069
"9095",372651.498210917
"9096",118283.831167389
"9097",358911.362681883
"9098",155930.298056788
"9099",273972.905087795
"9100",276558.915286582
"9101",580272.492888713
"9102",135541.708885244
"9103",350623.853774779
"9104",489.070176233326
"9105",400752.453056989
"9106",342927.31625699
"9107",182285.41034361
"9108",206827.175894371
"9109",85691.245731573
"9110",252194.538046543
"9111",221199.92418724
"9112",459164.242240026
"9113",357806.334047512
"9114",748422.020738342
"9115",706162.522258927
"9116",185213.939297528
"9117",349493.939695761
"9118",478225.241663696
"9119",350646.114906192
"9120",547331.725320534
"9121",180121.072621016
"9122",294557.30560153
"9123",294644.270397727
"9124",273283.660664482
"9125",282734.736273321
"9126",543865.245013117
"9127",127292.179613243
"9128",385028.513077763
"9129",132061.940186411
"9130",525215.184820491
"9131",161071.607893315
"9132",362127.027091895
"9133",11935.0678819788
"9134",179940.56698476
"9135",151337.350297623
"9136",254291.80099722
"9137",204317.891428752
"9138",190025.479249851
"9139",222561.70198899
"9140",222074.951427151
